date,headline,summary,url,source,category,keyword,oil_relevance,is_noise
2018-12-31,"Stocks pin hopes on Sino-U.S. talk, as year ends deep in the red","Stocks pin hopes on Sino-U.S. talk, as year ends deep in the red Reuters",https://news.google.com/rss/articles/CBMixwFBVV95cUxPbnlGU3pqTE5rZGt1ZEhnX2dscEloaVlTc1M4Z1NqUVRSN1ZWcDV6RTd2T1ZmRnl5d3hQcUFGeVNjdEpDVy1aSk1IV01XcHpycy1fWVBBRXdJelM0VTRLbjh2dGdFeHdmeUFITVduTUhtbzltVmhONEJsTXhWT1pFVktpOEl0UjVSY3BmVnRfN0VGMm9QbGVzSmpmVVVzUzR0VE1iOWZGeUdBb3lOb2NfcWxFTkduMWVVV210WXdvUUM3ZklyMGVj?oc=5,Reuters,financial,Brent crude,0,True
2018-12-28,"Gold holds near 6-month high on softer dollar, tumultuous stocks","Gold holds near 6-month high on softer dollar, tumultuous stocks Reuters",https://news.google.com/rss/articles/CBMi0AFBVV95cUxNX0VyX3JraTlDaF9Kb0t1UUJPN3JTbk1RX2pBaEhaQ1BwQ28zZE4wbFdRSEVJSy1zLWtHWWE0al9RUEhiQk5qRGlFRjZTQndDeTVKYnFBYXN0SmZrVHhiTnh2LW9rdVdhRm9oWGdMdWludTNWZ2NUQTZRZnktSXhiRzZOZTlYWHdlX09wX0djY3NxUEU5Z1JTcjkwc3hxbi1WN09CS19sSmp6YnR3dW12ZUJLVlZIdURjZ0Y5V0NDS0ZvX2l0U0FmUTFlR0p6MFFR?oc=5,Reuters,financial,oil price volatility,1,False
2018-12-28,Crossing the border fence,Crossing the border fence Reuters,https://news.google.com/rss/articles/CBMiggFBVV95cUxQLWlYemlsZ2hHOGJWR3dvZXVlXy1Ta2tsMGNKc3lzYXFUVUhWdGJQR25ycFc5aFIxSHJ3ZzJDUUh1ZmxlbzJ1aW04ajJjZkxBek1od09RdlBRRXZ3cmpSTjlpZExodmo5WWpVZjZMMTViQzgzb0lCdzBWcEJERzg5Q3Rn?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-28,Family of Lion Air co-pilot sues Boeing in Chicago over fatal crash,Family of Lion Air co-pilot sues Boeing in Chicago over fatal crash Reuters,https://news.google.com/rss/articles/CBMivAFBVV95cUxQZGF0MktuNTlpVXZWazIwaUdYbVZ5RHZ2V25oTHRZTWI2Xzh0SHgyV0w3cERrS0tBUThLLTZfbloza1lIeWlmWmRvcDQ0LVZPc1VPQkRabWRvcEFlbS1UWnkycG81VTdkMzRvRWhBRGpVSm9rM2VwS1hPcjI2TzVWMXhQTlc0S0ZMNVRvTWFrUFc5dExGZ216MGNIOG54Nnk0Q2w0RnVOVjc1R3B2cUNQUEZBMmxMSUR1Ni1IUA?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-28,Asia's Iran crude imports hit more than five-year low in November as sanctions bite,Asia's Iran crude imports hit more than five-year low in November as sanctions bite Reuters,https://news.google.com/rss/articles/CBMizAFBVV95cUxNMmpQOHNQdng0aVNHS2ZDVW9fWmszQVRwZERCSEF5ZmY3TDdXdFJDbmRFWDQ5blRmdnpVdTd2OEkyS0VMcnpIcTVpVVN4LWlHQy1ha29WVEdCdWxTRFlrUDRBRUZadmFucGxwcmY5ZEgyeXhXN1llT3FueThCaW9iNk5LQWd2VWVXVHV5Y0RqQnd0Yy1aUUpYUWVXRWhnZFVPRjdQQXZveFRpdk1BVWNSQWRPbkRjbGVpY0NLV0ZaRXBLdXdjZlZsYWdFUGY?oc=5,Reuters,financial,crude oil futures,2,False
2018-12-28,Spanish coal miners work last shifts before mines shuttered,Spanish coal miners work last shifts before mines shuttered Reuters,https://news.google.com/rss/articles/CBMivwFBVV95cUxNTVozV3g2dTRDZFdDRFZ4bklGVE1wVkhwUExHNjJmR2tBTWJpX1VtREtyU1lTbWRvR3dQYUZncEJ3YmRIZVlVaWJWWERDakxLZGQ2QVpwc2hYUnpwNDZkYTMwdngyNzlwSHluZ1NZaHVpdmU3RjlzQUhfeGtqYkhhdzlUQ1hZV3NMOVphX1lEZi11alJQMzhEUkYxTlJuN1FmeFVjQUdvMU9Yc3R5T25QVmFNNi1NeENwODVRd1A4TQ?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-27,Trump makes surprise visit to Iraq,Trump makes surprise visit to Iraq Reuters,https://news.google.com/rss/articles/CBMijgFBVV95cUxPcmhmS1cxV1AtSkxlNmw4M0E5YUlySVAzV3VKdWNzNDFCVTFBc2JfSVpjV2ZmTGFDaHhWYjJTMk10X01iZVozRmlJMzdPME5iS0RjelpvcDFsMWRtb3lZSnE2MlBlRWUzR0dCbEZGV0FTQWhKN21LdVZZT0xUUE1sb09DMHU5Vl9MdFpLWTh3?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-26,Christmas funeral for migrant girl who died in U.S. custody,Christmas funeral for migrant girl who died in U.S. custody Reuters,https://news.google.com/rss/articles/CBMilgFBVV95cUxNSjVmUm1tbUZkbWZrZ1pxbTdpNWhtaFdCZ0JBTFNwU3BFeXVmMWpQbVFycEtIQmxoM2U4SFFnOXFzLUJIck9WR1A1Y3A2TFlOc2NZYi0wbHFGbGtzaU9GLTlLVkIzMy1XR0JaT000czVkYWtEdUlSTUZVb2xiYnYtN2p5S2kzc1loMUwzai1WT0FqUnV2VHc?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-26,U.S. holiday shopping season best in six years - report,U.S. holiday shopping season best in six years - report Reuters,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNWmp2UlV4akY4Q2ZYY01qUkFYMVZ5TGRieWFqdU82d1hEWU1WZjBrWjBLMmpHQWxzVkc2SUw1WUM1Wm53RzVhZmV5TkJuakhUbGk0S3NVMXpxZjJiN0h3bndLbnBSM1hGdU5QQXYyekw2VE5oNUYtTmN6d2JlME1NMFZmQjUtNjJ3VER6Njh6S0NFRE1qT0Y5NFM5dVNfM2pNVDZ5VzNIaHRJYVk?oc=5,Reuters,financial,oil price volatility,0,True
2018-12-25,Russia says Gaddafi's son should play role in Libyan politics - RIA,Russia says Gaddafi's son should play role in Libyan politics - RIA Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOdGRKZG9jeGVTbTA0eTJLVU5pd1JWMVNOaklFUkpLSVZfTmNJOVN1UlBuczJVQnVpYUd0MHRWeFRNY0k0dkRzUTdPZzl4b0FkZ1JxZWZkTW1ZVHNkanAwTnYyUGs5OHJ5RzhVZ0FZSm4zc3VnVXZTekY1RkkySm5vWlRuNE5EYlkwMFVqa29GQ2NSY3BYQV9rVGFMdkViYXBNdmxIbFBYY2VQcUVQbmdEVVdOLTB4bjdR?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-25,Russia's energy minister sees oil prices stabilizing in first-half 2019,Russia's energy minister sees oil prices stabilizing in first-half 2019 Reuters,https://news.google.com/rss/articles/CBMixAFBVV95cUxQdXM5UG16V3RuTUVWMWxyWmNMdWJZeXAwVnEtcjRFclM5OUk1U1p3U29jTkNqZDJmWUJ3RkExVEhZU0IwLW5GUUdIa0NHWGwzMkttdC1DTWt4NFJjOFlqUWp5MjN1V0kwbmNpRHRHREY1OVZ0Q2owS0YtRnF0RjR0bnhDZWJIdUJiY2Z2SU1KLXItN2ZmUGh3dlIzZW52WHJjSUo3NEtxVU5MREc4MURLS3RkLURhLTBMaXQtTmpSR3JpN0tk?oc=5,Reuters,financial,crude oil futures,3,False
2018-12-24,Euronext moves on Oslo stock exchange with $711 million bid,Euronext moves on Oslo stock exchange with $711 million bid Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxQaDViN3dTVUtqaVo5empOQmxQb1otRGFsWmkxUFRITnJmYnJQR3c3cW1mOE1YNGxpSjYyR09iTF90dElHTzR4RUJUQTVHcmc1bnItVE4zVWxYNFBwWW1ZNF9PZGNjanY5eS11UEVMa1FRa2syRGxSa20yZ3ZsVG9UUWlSX0NwdHRBdmZxZ1F3WEdSRUZ4UVo2V3V3cHpqQklRbGRFRDBzUnVFM1l2dXZ5b05xTzA?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-24,Guatemalan mine conflict alarms industry across Latin America,Guatemalan mine conflict alarms industry across Latin America Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQQXAxUnFqWTRnVmMtN1BNamUweWJuWGhRSzkyZWVhM295QnRldktYaTNzUXJkUTI0SHp4clhGOVJqemU5WmRYZGZaaG9CMUlQdV9KVWxNT015RjVBcTFqRFllX3dlcVl6YTZ5d1VJUnBscTRMb3pVU2c4Q0FSaW1taFAzVl9ZSl9XaXdMLUI1aUsyQUxmSk1CMnc0V2RRelFqTTlmakR0WHhDT3Q4NVhIcEZ3QVN4bUJ5?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-23,Venezuela navy confronts Exxon oil ship in Guyana border dispute,Venezuela navy confronts Exxon oil ship in Guyana border dispute Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNazlGNkpqOWc0Mm9iT0hoYjExQkNONElKa2ZOV0wwdXdpdndkOS0wd2I0Rk9GNkhKZ2tndU5pbGF4Tk9TWFZNXzlwTlQzOXZZSDcyUEJBeFlWMXUya3VXMFZMQlRzUXNtSFlRZE40U0o1djEteU1GNUEzdndjV3FrUjRUN2lfanBaY3FUc0x0c0lEVjJmbWJETTJ0QmZvclZKMUV3LXBUOEtjRmc0TlVnc0o3NXZUSTdU?oc=5,Reuters,financial,crude oil futures,2,False
2018-12-21,"Pakistan to get $3 billion loan from UAE, eyes deferred oil payments","Pakistan to get $3 billion loan from UAE, eyes deferred oil payments Reuters",https://news.google.com/rss/articles/CBMizAFBVV95cUxOS2VtejFVTjZYY3huZlc2TVJhRFY3RkMyNFVXTFM4SHJsX3o2NGdyYlI2cDZDaVdOOS14cGZ6V2c5NFpGQUNabE9vSzQydDJybjRvSk5DTE0yVlVuZ1dTbDROV0NQWWV3NmRnR29fdHVCRkF6alNlYjN3N21KUGRtOHgyZlB5WFk2QnhiVnpYWnpKeERDZDBXekVlM1pOUkg0VmhsNHRCSm45Zlo1MjhCcjlQRjdsbVNBU1Y3bUJyMF9sZUNQNkd3RDRYWkE?oc=5,Reuters,financial,crude oil futures,2,False
2018-12-21,China National Petroleum Corp may cut Kunlun bank's ties to Iran: sources,China National Petroleum Corp may cut Kunlun bank's ties to Iran: sources Reuters,https://news.google.com/rss/articles/CBMixgFBVV95cUxPQWtjUUwyalFyR3VKdHRVS1hnRUYzMFZiem5pVEtobFJqZXNTSDNOSXhFdlQySVh0cTBEaEtUZkRYRkNSZk95NXB4UmY1Tm9HcjVGYmtoMTViV1lueE12cnM1OVpVRG85cjhnSHJtSHV1cTBFNk1pZVlnMGtYeGVnOGwweE1LXzU4ZmNRU0dzUDlTRzhFTkpXSmtFNE91VDZnWEEwd2tZMDhXcFZzRGV2TXlDSnBqUl81ZlhlMG5Ub051Y0RYNGc?oc=5,Reuters,financial,crude oil futures,1,False
2018-12-21,Exclusive: City Financial's hedge fund Decca to shut down - letter,Exclusive: City Financial's hedge fund Decca to shut down - letter Reuters,https://news.google.com/rss/articles/CBMiugFBVV95cUxOcHItV3ZkVHRKLXV4Y1JWempsLXh3LXVFZjAxT2JxU0pyOFp4YmQ3MHpFRTVnVGYzendfUE5oa2Yyd3o1TGEwV2o4MEdOdlpFVFVscFZNUnN6QXdrYlNJQTEtLW9jX3pPMVdvZ01qQVRhenFQeksxbTltSi05Y1JzeDZ5UWEyaUdXYkFCXzNtTDlDU1lrWEdONVJVR2hZS2ZjWmhTdm5YN2xiQUkxdGVpbVROamI1RlIzdEE?oc=5,Reuters,financial,oil price volatility,0,True
2018-12-21,"In Egypt, weddings get costlier as economic hardships deepen","In Egypt, weddings get costlier as economic hardships deepen Reuters",https://news.google.com/rss/articles/CBMisgFBVV95cUxQSHkxYm9qVUEybGlpSnpnQXdtVUFsU05ZTndQclFJNUtrdnh6NGJJNl94MEswcVByZTVNRzRDVElpS19vakpBZ3BKenFOdTZSQXJGdVpSSzVnU1BEWC1jbEpQaDBmZUtJV0JyaXBUenVXMmFyU2hrbkIxcnd5UjI4eUtRS1d6d2luOEJjVDQtQlZ3Wk9kZlFjTXV4V1IzbzRZbkVodjlib0lMbHVaeGVmTnVB?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-21,"First Quantum Minerals plans 2,500 layoffs in Zambia over tax hikes","First Quantum Minerals plans 2,500 layoffs in Zambia over tax hikes Reuters",https://news.google.com/rss/articles/CBMicEFVX3lxTE1zVXVNY0paRVN3NUdsSzYyZmZPenFyRVpOTmxYakNPTHBpaFE1TU42R044VExwWlI1bFRLZnZsd0pmWXhpRnNvNjhHempoRGVfdHlPZFVYc0pMODd3Y3ZTR0hiajZnenNhZzEtZlIyQXc?oc=5,Reuters,financial,crude oil futures,0,True
2018-12-21,Dancing FBI agent pleads guilty to accidentally shooting Denver bar patron,Dancing FBI agent pleads guilty to accidentally shooting Denver bar patron Reuters,https://news.google.com/rss/articles/CBMixgFBVV95cUxNaHZxakdDQ0pwNHBIVEd6T2M5RVVJeGxDR1h3bU1ZMjBQMkd0TC1TYm5kTlhNaFVvRUJvbG41TDhVVlJDUlJrNFJOS3EzTng4S29GVzFXMjVEZ3dqWkdGWXdaT0x2ZnFJOWR3OG10c25SRnFfMW55YnVfMnVGbjFuUjdQLXE4M0dJZFlhYWEydktrWVZOcU5XaGdmeDlpN2lrck9pNHVvem1CeXRGeER0cUxLRnMtajAxcF9IbWNDOXZvUWFkZkE?oc=5,Reuters,financial,crude oil futures,0,True
