date,headline,summary,url,source,category,keyword,oil_relevance,is_noise
2010-12-31,Oil hits 26-month high to end 2010 up 15 percent,Oil hits 26-month high to end 2010 up 15 percent Reuters,https://news.google.com/rss/articles/CBMiowFBVV95cUxNZEZYVzE0MlZhbjhGUzZmRUxRRlNQQ0ptYWlJMlNKbkVNSllrVURNRWhyR1lPclpURS0xSldVYVdYSUlpX0l2dnhnbklMZFMzck5GYUw2a203QmRMemwzYzlUVWZZZERycHk5Z0g1N2F0aUhHZmhHeFBaTXpHZ21OTy1hcWVZMVRuVGxCOTEwSjJNdDJmVmlFc29YdWdKR1kwd3VF?oc=5,Reuters,supply,OPEC production,1,False
2010-12-30,Venezuela's Chavez devalues bolivar currency again,Venezuela's Chavez devalues bolivar currency again Reuters,https://news.google.com/rss/articles/CBMipAFBVV95cUxQMFc4SExid1dVNkE3TmYyYTY5QklOYkJ4WUpaMGNmQ29sQ0dySjFvbnRtVE5pZkliX25jQlZERGFEMm9pdW1MVmlUc0VSREhPQmJqcFNlcGprUEg5WUNMMHlyQjd3TkZMQXo4Q0s2SkozaTVZdG1XRVo5XzBTWUYyTEFzVXVya21FUDJaSXlaaC1hdWRfb0E0ZFR5YlBCc1FSa1hvWg?oc=5,Reuters,supply,OPEC production,0,True
2010-12-29,PAA Natural Gas to buy storage facility for $750 mln,PAA Natural Gas to buy storage facility for $750 mln Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxQejNVb2RTYld1OWV1Z25QQ2pTa2FiYzhVRlhCUTk4VkRvVVItN0liRF9SR3ZvRFh0alQ1WHNJdWxvMC1zcHhWYl9XUDY3c1R1TXc4MHNYaXpyWURIbDVneUgxbFYwcVBEZjUwdzNLSjBGTl82V3JteC04ZjdxYUNicTQ4MkpTQ1ZlcXZFRGtMZDk0LXFiNGF0bG9JX09FUURiM19OY0VQcHFxbm1mbHpKU3pMbWg?oc=5,Reuters,supply,crude oil supply disruption,0,True
2010-12-29,Angola's economy to grow 4.0 pct in 2010: c.bank,Angola's economy to grow 4.0 pct in 2010: c.bank Reuters,https://news.google.com/rss/articles/CBMingFBVV95cUxOWGswWVE0QlR4VmJSOFZjMVppb0dNUUNmQ1dnWklFQW5reVZZajVvbVIyVTRoTTNjODNCN3ZvVmQ0VHdra0dEb18tcVhBSVZlTmlBclgxLXVjLWVNTW9Lb29hd2JEd19ONXJfNW5ldWFYM1VfeHduTWhLbFRRcnVoUEF6bElYczBjTWhVUFBEdFE4TkU4QlQzWXRibzdFUQ?oc=5,Reuters,supply,crude oil exports,0,True
2010-12-23,"Fire at oil facility in Bakersfield, Calif - TV","Fire at oil facility in Bakersfield, Calif - TV Reuters",https://news.google.com/rss/articles/CBMiqwFBVV95cUxNMlZ5akNWWWIySEhWWk9vVTRLVUFmVWNiR3hpaWxmNVZyTlJtTEhCWVpWcktTWXJ5Yl9hTGxJWDNIcVB0OGVBQTZ2dFFyVE1CNjAzOGdRMVR6RjRnRVNWZW5Ud0JoSWV5OG9aQ2l1Rll6ZnZOcGxyUkhLeTdIRUNiUHYyVm5iT0VMSHBMZl9jXzZyS0pIN05vWWo1Y1RFR3ZvbkR6Y20xQllmcG8?oc=5,Reuters,supply,US shale oil production,2,False
2010-12-21,Enbridge rations more oil pipeline capacity,Enbridge rations more oil pipeline capacity Reuters,https://news.google.com/rss/articles/CBMifkFVX3lxTE1LSjNINFE2am1hbXpOaWMtbjBsdkNvbFJiX1ZWRmtLTmxWZV9KSnhCUmIwU25aYU1lQk9SLXpGRmdaM1lKTFBIV25ZMm9Ia3I1TEE3R0ZBV2VnMC1KWWhfbGY0czY4MnJDZzJGQmFZTFhZQk1mVWJzb3lwenA1UQ?oc=5,Reuters,supply,crude oil exports,2,False
2010-12-14,Russia to decide tycoon's fate in test for Kremlin,Russia to decide tycoon's fate in test for Kremlin Reuters,https://news.google.com/rss/articles/CBMipAFBVV95cUxNbVN1MXktVzFPdHV0ZWJTTHlWc184QzNGQzRrSVlZSVM2WVZUT0otcUVUMEZQd041MGJXS2w5bmRYUFVDUnpuN0cxSVlDb1k5M3RwQWRSMlRyUExsdk5DdTlseTNmMVp3c0ZrSXZIOFlvaTZ6UG8tWW91VmdPLUJTQWpMbkVaZGJMZWUzZzd4R0VGSUtObXpQaHlHcDZualJQOXYzdQ?oc=5,Reuters,supply,OPEC production,0,True
2010-12-14,Quality of Iran petrol below global standards-report,Quality of Iran petrol below global standards-report Reuters,https://news.google.com/rss/articles/CBMitgFBVV95cUxQR0FVM2dOdXVEZXlsUGFfbGV6OE91bUMzV292dFVGbkFQdmRoVmh3SlhNdGZPLVBFM2hqSmdTNFdCNkliYnlrOWRvVXdySEJCLTJaNU8xMUx1bk13QS1FRjJCcktiaVRIM28wZHNEVEZ6RzR0eF9uU0NQZlhLcHNFRmd6X2s4QnNQLVBPLVdrTEgyWTY0dzBKWlZXeGtWeG0wQzNXLVJreGowRHd0NW5WVEFvVmJkQQ?oc=5,Reuters,supply,OPEC production,0,True
2010-12-14,Malaysia's Petronas reports fire on Bekok C platform,Malaysia's Petronas reports fire on Bekok C platform Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxNV201VkdrRmJOZXVGX2pmbUxmX1ZRdzBGZWhiSnhUMG94QjhnWVNHeUg5SE5GTEhyOTFJTDBEQnYydTN5SHY5WWM5VGEwaTUxSXlucl82RWMyMFA2TTdzUWVlN2VQMlI1SjVxZV9LRmoxRXBrRnNkYmFuZzA4R2lUODRxR1oxSThGRXZoZVBwMnNpZ0h6OG9kU0dfeUFLT0pZeUUtakhhZ2pKdU9KalFHcFhoNmU?oc=5,Reuters,supply,US shale oil production,0,True
2010-12-10,South Carolina student found on fire was suicide: police,South Carolina student found on fire was suicide: police Reuters,https://news.google.com/rss/articles/CBMirAFBVV95cUxOWFB0U0otZnpfQWpaY3RpbElwZUVzc3R4VmpZb25DcTRyejFzTnVtd1MwcE9iQlZrTkxycG5Jakk1NmN1Vy10VkhXVmhYam1FMFNYQ3EtT3F1b25HQzZIQTRKWUlGNXBNTmdmMFNjTXBNcktSSlVua014dk9sQjE0QlhsTTNzOWRjTHp2bDVFM1FYS29HOW1mdDBXdVFseE9mTmJqMHdIRkpleElG?oc=5,Reuters,supply,crude oil exports,0,True
2010-12-08,BMW says November group unit sales up 19.8 percent,BMW says November group unit sales up 19.8 percent Reuters,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPWFl3eWVvdnBPcGU5Wm1uYk9RdERtSVFDOXItQThzSGdjdi1IcEs1azFaS2pSVTBKMldzVG5xZG1MbHc0dlpYeDVLbjdTb2pZZi12OC1yVUE3OXAzalg3ejdxM1FGdlhqTGdpQXJITnNrNTE0dTlNUUszYk8zdlhXcVVlaGptU2xud095elptek8wMGtLeWRibTdjSFNjbm1IaE5md3R1Qzk?oc=5,Reuters,supply,oil inventory,0,True
2010-12-03,xxxxxxx,xxxxxxx Reuters,https://news.google.com/rss/articles/CBMiekFVX3lxTFB1c1pGczJid1BTdEtZQl9RQzJEX29SQTM0LW54Tm1kN1RkQzk3QUNjOTFsUHpMNUxuQ0VQNXVvN21jdjJzXzE5VVBSLXp3a1Y5TWxJSDIwcDk0SkhzOFZVQ0lqdGpPQ1ItUHh2bzd1dmRZN0Q2bTRvbHRn?oc=5,Reuters,supply,crude oil supply disruption,0,True
2010-12-03,Humiliated Gaddafi caused nuclear scare: WikiLeaks,Humiliated Gaddafi caused nuclear scare: WikiLeaks Reuters,https://news.google.com/rss/articles/CBMipAFBVV95cUxQMWx6Y2FtQ1B3ekNIanEySU8yTDlvVVV1dzV0aHRsVmE2VkFRalo5TlhwZ1pNVUJnUHdWdUQzcGZXa2NJYjF2N1g1MGdDUXhVUG5jWHB5SkhyN0d5c0JpVHdyR2gtYTN0dmlTdTZBNFRkX29vem1IZGpTM3piYkRqeFR2b2dpZmVjdWZhaHV6cVo3LXlnY2JfdmVMb2xkTjZmbnV6aA?oc=5,Reuters,supply,crude oil exports,0,True
2010-11-30,France sees record electricity use on big freeze,France sees record electricity use on big freeze Reuters,https://news.google.com/rss/articles/CBMisAFBVV95cUxNdndzX2twRk9HRTkxMXREa1BJRHZjUjQ5R3JvcDBwcUxsQ0hTOC1iT1JBN2ZhMjhNYlVwZEFlYzU5Njhjd1paV2tsU0dxWlBFQm4zemUzTkI0U3JYN2pqeUpFX1lwb3hXXzgwcWpIVHhsckh4UTQ4TF9xb3NtRXVLazNhM3B4TmdvUkNxWWpMeU1VQ0dfRUIzWWUwc015WTB5Y0c4U2tGeUxnV29mMDhYQw?oc=5,Reuters,supply,US shale oil production,1,False
2010-11-27,Hugo Chavez says Russia lends Venezuela $4 billion for arms,Hugo Chavez says Russia lends Venezuela $4 billion for arms Reuters,https://news.google.com/rss/articles/CBMisAFBVV95cUxPX196UDBISlhRYWx6cldHRjVheHNubU5RUEhqNTNqa2pBYnNsVmtCMXZ0RV8waUJWV1pEb1R5QzZBSGpHNmdPQ3ZpUmtZRHRhQWFqSXJHZWNMZjFYWER4VnV3SEp5TXBqWVhMYUZNNWNpU3pHNll6eEZNREVNczRhRFVSeWVQWnRMMkJtQS0yRC1ZNjY3RV82OWxWWWVka0RIOWcwUUpQT0kwZTZMSmJOag?oc=5,Reuters,supply,OPEC spare capacity,0,True
