date,headline,summary,url,source,category,keyword,oil_relevance,is_noise
2018-12-31,South Korea's December exports in surprise fall as global economy cools amid China-U.S. dispute,South Korea's December exports in surprise fall as global economy cools amid China-U.S. dispute Reuters,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQMk5hanpxT3hIdktSQzU5Rk1sRFd4TkpOX0Z4VEpDOHFFM3EzakNpd1d1QmY2YTFlTGRYLWFaXzNWa2VnbkxEYm9GbnowSWdGYUpYX0tQR3VadENtZ1R2R3BDbUZLQmVTd0JqQWlZUDktc1gtdTRqbTdnMWFwN1kzdDRNVWhiamlkYmtOcF9sSzFEU042dmstSDh5NXFoTGJ1SVN1LWlqVnR1ci05WUo5a0Q3M3gzWkpKa2F0dkdWRVZsMEpnTzZEZzllZFV4SF9X?oc=5,Reuters,demand,global oil demand,1,False
2018-12-31,"Stocks pin hopes on Sino-U.S. talk, as year ends deep in the red","Stocks pin hopes on Sino-U.S. talk, as year ends deep in the red Reuters",https://news.google.com/rss/articles/CBMixwFBVV95cUxPbnlGU3pqTE5rZGt1ZEhnX2dscEloaVlTc1M4Z1NqUVRSN1ZWcDV6RTd2T1ZmRnl5d3hQcUFGeVNjdEpDVy1aSk1IV01XcHpycy1fWVBBRXdJelM0VTRLbjh2dGdFeHdmeUFITVduTUhtbzltVmhONEJsTXhWT1pFVktpOEl0UjVSY3BmVnRfN0VGMm9QbGVzSmpmVVVzUzR0VE1iOWZGeUdBb3lOb2NfcWxFTkduMWVVV210WXdvUUM3ZklyMGVj?oc=5,Reuters,demand,oil gasoline demand,0,True
2018-12-31,Factbox: Departments hit by partial U.S. government shutdown,Factbox: Departments hit by partial U.S. government shutdown Reuters,https://news.google.com/rss/articles/CBMirwFBVV95cUxPWkhKMVgzaVNxRjBqRzZETUlUS0VFUjVfcnUyQlh2RXBoOTF1M0VxTjhaNWlYWG9RMlFPRFNFXzhfemF6Zk1sSWtsWjJnTDUwc3Z4aVp3dXlKSDN4SWZlT2ZVTkRIN3FtcDhMQTdZTC1fWmRRY0tMT1NTYWxaX3NvMTBuZHVMbXZ6ZzZ4N08wMXVuakFWbHluN0RXUkg1N0dyWXZxbWlxaGZCd3JYM1FF?oc=5,Reuters,demand,global oil demand,0,True
2018-12-30,India cenbank says reverse repo bids rise to 401.11 bln rupees,India cenbank says reverse repo bids rise to 401.11 bln rupees Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNcC1vQUhIY1AzTnBLcmVKUzNSZXhCcTgyRWUwWDZpdjNKblNpYkVQTlJ2a2UtSzBYdHJIbnRwRkVWblYxblFZM0hrM0RVYWROQlhpQkFoZC1CZkJIVV9RQ1NWZFp3WHZQYUZ4TWdnVG45eTN1QkF0OXJXaXB4Si1XV2dueUQ3S1VmVjVpUTIzUUpneUIwdy1pR2p5SjJWcHZGNWJXb1hBNjRyOVV4aXAzbjlKSTA4UWpo?oc=5,Reuters,demand,global oil demand,0,True
2018-12-26,India's central bank sets up panel to examine its economic capital framework,India's central bank sets up panel to examine its economic capital framework Reuters,https://news.google.com/rss/articles/CBMiygFBVV95cUxNVVNCUDJydzR4X2VUMDVRWVh3RGtJcGh0MG1XWU9GVzQ1WFBuOXVUcnRKdVlnNmd1N1pZTXFOTTF4VmtLMnNDRGdXRW9RQVBnWi04WkZpSlBfVzhQUHA3REJ5MVV4eHQzai1zRERBTmVtTTBWREgzSWxRV3hBdDRvQ0NzaENjUVZIYkVwQlNDVWV0emVReGRBelVzNlA4YW1JNS1yQVdXT3dVQmNvUnNFblRGRGpOQWI1QWxaTkYySnJCMFJWNXZ5ZEZ3?oc=5,Reuters,demand,oil consumption,0,True
2018-12-25,Russia's energy minister sees oil prices stabilizing in first-half 2019,Russia's energy minister sees oil prices stabilizing in first-half 2019 Reuters,https://news.google.com/rss/articles/CBMixAFBVV95cUxQdXM5UG16V3RuTUVWMWxyWmNMdWJZeXAwVnEtcjRFclM5OUk1U1p3U29jTkNqZDJmWUJ3RkExVEhZU0IwLW5GUUdIa0NHWGwzMkttdC1DTWt4NFJjOFlqUWp5MjN1V0kwbmNpRHRHREY1OVZ0Q2owS0YtRnF0RjR0bnhDZWJIdUJiY2Z2SU1KLXItN2ZmUGh3dlIzZW52WHJjSUo3NEtxVU5MREc4MURLS3RkLURhLTBMaXQtTmpSR3JpN0tk?oc=5,Reuters,demand,oil gasoline demand,2,False
2018-12-24,'Plunge Protection Team' to convene amid Wall Street rout,'Plunge Protection Team' to convene amid Wall Street rout Reuters,https://news.google.com/rss/articles/CBMisAFBVV95cUxOVjl3Mm42WDcwZUs1WmZLdWJkaEN4YlJqdXRsenNWMzJrLUFpV1NtQnFYRmg3enhLQ3A5T3pQS0pOZnRRSkVDNENzU2hFcDN6UEJLUUVuTEVFLU1EbDQ5LUpxcEItYzZOWkdadUVPWEUxelJpbGh6cFZ0VnpOYnduRy1PTWg5MFdqejg5TWg5X3pJNkNFV1ZMZHBRVjd1VjlUcHhwSnExbnZ2c1F1VEttUw?oc=5,Reuters,demand,global oil demand,0,True
2018-12-24,Euronext moves on Oslo stock exchange with $711 million bid,Euronext moves on Oslo stock exchange with $711 million bid Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxQaDViN3dTVUtqaVo5empOQmxQb1otRGFsWmkxUFRITnJmYnJQR3c3cW1mOE1YNGxpSjYyR09iTF90dElHTzR4RUJUQTVHcmc1bnItVE4zVWxYNFBwWW1ZNF9PZGNjanY5eS11UEVMa1FRa2syRGxSa20yZ3ZsVG9UUWlSX0NwdHRBdmZxZ1F3WEdSRUZ4UVo2V3V3cHpqQklRbGRFRDBzUnVFM1l2dXZ5b05xTzA?oc=5,Reuters,demand,global oil demand,0,True
2018-12-24,U.S. regional bank Cadence offers more shares to buy State Bank,U.S. regional bank Cadence offers more shares to buy State Bank Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQNjFvZW5OSmZLT1g1cVNVc2V1S3hKOU8wSlRZbmtCN1ZBOHZYX1hxSE0yT25OMDA2YlpvcjFzRXhzdWtaLTVrWDZzSjkzNHAtRmN5eU80cmk1bDdCcjVzVEwwTXpwaU9iUVNESWNKdDRhSDdJS1F3UHFfQUxWTnN5dHF2SXpCOXUwVUo0a1ZLV2llZFYtNjBiOXdMeHcxcjI5MTctc2JIcWFsdHFBRk5HUVRPWjBjSmRl?oc=5,Reuters,demand,global oil demand,-1,True
2018-12-21,China National Petroleum Corp may cut Kunlun bank's ties to Iran: sources,China National Petroleum Corp may cut Kunlun bank's ties to Iran: sources Reuters,https://news.google.com/rss/articles/CBMixgFBVV95cUxPQWtjUUwyalFyR3VKdHRVS1hnRUYzMFZiem5pVEtobFJqZXNTSDNOSXhFdlQySVh0cTBEaEtUZkRYRkNSZk95NXB4UmY1Tm9HcjVGYmtoMTViV1lueE12cnM1OVpVRG85cjhnSHJtSHV1cTBFNk1pZVlnMGtYeGVnOGwweE1LXzU4ZmNRU0dzUDlTRzhFTkpXSmtFNE91VDZnWEEwd2tZMDhXcFZzRGV2TXlDSnBqUl81ZlhlMG5Ub051Y0RYNGc?oc=5,Reuters,demand,global oil demand,1,False
2018-12-21,"First Quantum Minerals plans 2,500 layoffs in Zambia over tax hikes","First Quantum Minerals plans 2,500 layoffs in Zambia over tax hikes Reuters",https://news.google.com/rss/articles/CBMicEFVX3lxTE1zVXVNY0paRVN3NUdsSzYyZmZPenFyRVpOTmxYakNPTHBpaFE1TU42R044VExwWlI1bFRLZnZsd0pmWXhpRnNvNjhHempoRGVfdHlPZFVYc0pMODd3Y3ZTR0hiajZnenNhZzEtZlIyQXc?oc=5,Reuters,demand,oil gasoline demand,0,True
2018-12-21,"INSIGHT-Want to sue Venezuela for millions? These firms can help, for a price","INSIGHT-Want to sue Venezuela for millions? These firms can help, for a price Reuters",https://news.google.com/rss/articles/CBMiywFBVV95cUxQemVYU0Ytcm9kU2lsNUJ6ZlRDVXlqb0kxamplVXhEYWpLQVRLZzRLSHYyTjZUS1lJV2Y5WHZwNGFkdEFVSTlZR193LW9UMERrNTl0cXVHS2ZfQy1XcVlid2d0cTlqYldjY1duNDlpbFNFb3pRQzVpbWtYSHVqMl9XUGNQTVV4a1NIaTZYTHlxOTlKdHBveWRBd1ZHQTBjaG91dENKVjVZd0R3bVhGbEZpZVZfT2NqQkhLeGl1YzduTHJwNVFyUXpxRHBOVQ?oc=5,Reuters,demand,global oil demand,0,True
2018-12-21,U.S. shale producers hit the brakes on 2019 spending,U.S. shale producers hit the brakes on 2019 spending Reuters,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPWnNRbWR1d2VJNlBZaTluS3FFWm1fSHhWTnItUVlaa0JVMlk1RXpRTlNfZTlhRDhWOUsxcW44UDVkb3BVcUtNVGVpT0liclRmdE9xV1N5bGlqZG1CSFlwNXQyV0xreHFPb3l6N3ZIMlA1TTdGVERoUHhZUDlZbzJnWFl3YTZwVUx4Yl9iU0NSRWM0REhVZ05MSGpzaHlzT3lpamJjVDF6ZVlsUQ?oc=5,Reuters,demand,global oil demand,1,False
