date,headline,summary,url,source,category,keyword,oil_relevance,is_noise
2022-12-30,Putin says Russia now one of China's leading oil and gas suppliers,Putin says Russia now one of China's leading oil and gas suppliers Reuters,https://news.google.com/rss/articles/CBMirwFBVV95cUxOSEZSY3czUFhHYlIzU0p5OG1UNjBkOU9XQ1h3cWgyXzBpSmh2bk92d1RncFppdk05dnlFX3N1VFBJWUJBaFB2MXZBQmVqQm5YMGZIUFZ5UFNDUlZMZVh2MHREa1MzVXpsME1oR2pTZnlOMVFwcTZlN1RoRlpDNnJpVUliSDdJSzFURDEtenMxeHhGUDI1R3FCdzlKN3BvNWEwR2FaOXAzSnI4OHh0bXVJ?oc=5,Reuters,supply,US shale oil production,2,False
2022-12-30,Citgo may face new upheaval under Venezuela's political changes,Citgo may face new upheaval under Venezuela's political changes Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxPVGxfQWk2UTdxN19mOEdQd2ZMV3h6YXc4SkpaSjJGS3ZfN3VVSHBBSk9jaW5ncFMzRWpva2N2eF9rM1hhbVpTd0NiLXFCUjNhMWFOVE1IdHpTS1ZwOWVfaTdqc3c2dXRHOHc4bmRNVm5nY2NBNnpsNUZXZWdkaklycEdDSkRqU2NnRHZhX1QtM1B0dE9GckRmMmstUDNCUG9IR0c5c1kyODA1V1JfanVtc1dTUnM?oc=5,Reuters,supply,US shale oil production,0,True
2022-12-30,Oil ends year of wild price swings with 2nd straight annual gain,Oil ends year of wild price swings with 2nd straight annual gain Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPSDZGbG5aRmd1MU01UktGSWM5bEh0VGRrX2VIS19YYkJZZ2l0aVhON2Y2NWJCX0dnUndzdFYtN2sxbHZvZ3l0ZW0zSks4bGVSaTFKM3VKcDhWem43bjNrU1VnR0NvRnBkeXNpdFAtbGZmbTBualJxbzY2cE5rV2JoZXFJOE9melg0WG9fNGJ1MjE4Z3dUTVdrWG5lMTkxbm14OTZCVGVpSEpkTHFlZDZsT1FScllFNWR5?oc=5,Reuters,supply,US shale oil production,2,False
2022-12-30,"Italy antitrust drops pricing probe into A2A and Hera, partially confirms for others","Italy antitrust drops pricing probe into A2A and Hera, partially confirms for others Reuters",https://news.google.com/rss/articles/CBMixgFBVV95cUxPODl4ekxDM2pYR1hfMW5YR1NTcHFQUFloNFZYOExLWjdhd29rR251NVZRWVE2QWV4amZUYmJfdHFwcHdMZExMeTJhQzZVMGFVdkJXVkpDaWNyV05qako5YVRuQ0RoekstVEhpc09vSGxldzltRm04OXliM0lnbU9SQTlSVDlLTTJzUlNXRldzSG1lc3NJQTdrQXN0MzhJTGVLZE5kOVRrVWVaLUwtTFo5cHduNzYzeTMwLXliQ21fNG9XYjcwUHc?oc=5,Reuters,supply,oil inventory,0,True
2022-12-30,Chevron sending two oil tankers to Venezuela under U.S. approval,Chevron sending two oil tankers to Venezuela under U.S. approval Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPN0Z4MGZqcl94VVJ6QlFJd2t1LWVKQU5GSElqeFdHcTRtbGRDZmMtQ0xSRlVlTzh0N0dqWDZOR1Q1ajQ4OXhyWFNWdFl5NUJxNl9WcUZfTWpDeV9STTNkRGZVR181Q01LX3ZHWXR0Q2xUUmdRbzlIY0NOZ1RGLUlSZ25RblFnd3pfa2JCUkJFa0Z2Nzl1TGlCM2pDUi00enpoM1g5LWVabVFrRS1ZZHItNVFUa3NhZnFH?oc=5,Reuters,supply,US shale oil production,2,False
2022-12-30,Russian rouble soars to end volatile 2022 on a high,Russian rouble soars to end volatile 2022 on a high Reuters,https://news.google.com/rss/articles/CBMisAFBVV95cUxQdm9PVGVZcVVxRC1vSmlwSVNfQ3BaUkRzZWFZa2s0MEp6cU1KaW0tdjR5cHc1S28tN0xuYy1JMDUwVUhidmNSTE1VSC1iQkdZeFJrb19STW9NalBSTHVPdVY3UjJiRkdyWXR3bkJ0MDFrQnhGaER4bG12SlpHQmpHbklJaFdiOGFLb0haM3JFY2gzeGxzQWsxOHNWQlJTMjQwejdFLWI2X3hrVlRpcGVfZQ?oc=5,Reuters,supply,crude oil exports,0,True
2022-12-30,"Coal, gas lead 2022 commodities rally; recession clouds new year","Coal, gas lead 2022 commodities rally; recession clouds new year Reuters",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNRmJyYm13ZFh5Z2ZIWTNPN2FqaHpvdWozSVM5OGdiRE1kUnVVVzFtSDR5WUtvMTJ0XzQ1X0ZScl9fRFVZcFZXWlpDSENYeUluVW1RdHRXSmhqOE9TR3JjTUJkRDNRbHJkbC1VdUlLd3JrMV8wLXdQWVRfQ3M3WW5ySzNlN1JKMUtkZWxiZWt0b2JhQ3ctWlROeXVHZzhXWXVZaTVHcWt6THdVcE1QcDYyQUZKMklsODhUUF8tQ0VGVk8?oc=5,Reuters,supply,crude oil exports,0,True
2022-12-30,"Indian rupee ends down more than 10% in 2022, worst since 2013","Indian rupee ends down more than 10% in 2022, worst since 2013 Reuters",https://news.google.com/rss/articles/CBMirgFBVV95cUxQbE5xYlNIcktHWUY2aG5zdlBfdHNQUDRRdDZIZ0JPajF2OVNoUDVTZ2xFcFBoQnVVdUpNaWM5NHV2X3FyMGpKU2pVNTgtODdRNVp6eF9KTlNYYmZBWnFmY0YwVHlGMHlQQmpTSG9ZeUdzSWFCQncyd0I5cWJDeTlyNVhJcmpwbVZPU2YydGlHSWpHczMtQlVKR2xra0txR3duZkw0NWFfMENybUN0eXc?oc=5,Reuters,supply,crude oil exports,0,True
2022-12-29,Explainer: How will Japan resolve shipping insurance for Russian LNG imports?,Explainer: How will Japan resolve shipping insurance for Russian LNG imports? Reuters,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNSmtfTjVrNmpZdkpiMnhUR0p4bVRuWWRmNW5nXzV3aENxNk9qdE9qa1ByX0JMT1gzc0RENTB0S3BzOXlJdEl0MEFsT1dYT21Kam9sSVJMTm51anNRWDFweGZlWEFhVXFsSy1fNElUejYtUk14Nzc3c1NWYTFNM0x6dGZ5ZDQ5LW56SnlEMkdLWkp1VEQwQUxqSDZxbVlKZXM3Vk5QN3NxODNWQQ?oc=5,Reuters,supply,oil inventory,0,True
2022-12-29,TC Energy says Keystone pipeline returns to service,TC Energy says Keystone pipeline returns to service Reuters,https://news.google.com/rss/articles/CBMitwFBVV95cUxQSzdkX1pON0preEk2dlRDcjVqemZKMFBlTVE4NVZ2aTktVXFneVp0b2IzLXZoNzYtV0t4b2VCTXJJVVlGZFA3cWNQTk83UlNzblJhUFo2NXJnMDRmZ3N4ZWJCV0xOb3o1dktQTUtCU1gwN1hBSFVTNlZISndUSkJNejU4cWVYYzY5N3RmNUFlcTJoZWhjMkg1OWNXX2pxel9jc1RndUllNzRQTkRsNlkxZlktQkVNZUU?oc=5,Reuters,supply,oil inventory,0,True
2022-12-29,China's Sinopec appoints new chief for trading arm Unipec,China's Sinopec appoints new chief for trading arm Unipec Reuters,https://news.google.com/rss/articles/CBMipwFBVV95cUxQQmlOcl9CV0MxX1VkTkwtUkktcjBaUGg0NWlqUVJfOGN5SV9Sb3AxSElySGpsYmlJeWxkcVo4ck9RMWNVam5YWHY1bWZEQUZJX05rTGpkM1FTX01LczFvQmU5OGRkX0FfcE1hZ3RJbEh3Z3JIb0tIZ3VNNXl2b19kYUpVWXhxa0dRaHJpRjFNMkNCMnZKNklGVFN1ZWJ6OFRpSDBjT2h5UQ?oc=5,Reuters,supply,OPEC production,3,False
2022-12-29,Oil drops on China uncertainty; U.S. demand limits decline,Oil drops on China uncertainty; U.S. demand limits decline Reuters,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPQm0zenJVOEd5WUlmWlV3S2VPVlV0ZE4zNWtzajRaWS1JcG1Uc3pwMFVtR21mYk1iSUNVUUNaOWxXN0JtS0c1NEd1NC1RdGh2QjQ3U1lIU3UtQzhISTVvN2NrMkc3UzhRSE9MRndsZWZOa3BvRUpZd2tCWFc2czllMXg4ektzMVhmQkFuN002SDFMOUFreURqT1pfY09PNlQ0OFE0VklWaUJLQQ?oc=5,Reuters,supply,OPEC production,1,False
2022-12-29,"Costs and uncertainty cloud oil outlook, says Dallas Fed","Costs and uncertainty cloud oil outlook, says Dallas Fed Reuters",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQU1ptREhRUElzVVdab29nRHlDMmxLSEhiR3pYZnlkd3hmWGxoQlFnakttMWFZU1JIYTQ4SGU5SERCenNmUEJPdVJOSUxtM3NsZFQ4dDJ2Mnl0WmNlNFFGLVJlT2lrcjR5X3ctVnJyQ05hQ24zZTZ5amtRb3ZZYlEtTnpFeWdTYUVueTlib25Lc3ZkcHRLUDVhRS1nMXA3Z1l3cmRUd2E2ZEpNVms?oc=5,Reuters,supply,US shale oil production,2,False
